vendor,name,kind,source,page,status,observed_on
Poke,Outlook Calendar,connection_recipe,https://poke.com/recipes/outlook-calendar,5,public_pattern_not_implemented,2026-09-08
Poke,Weekly Productivity Check-in,gallery_recipe,https://poke.com/recipes/weekly-productivity-check-in,5,public_pattern_not_implemented,2026-09-08
Poke,Outlook Mail,connection_recipe,https://poke.com/recipes/outlook-mail,5,public_pattern_not_implemented,2026-09-08
Poke,Monthly Subscription Audit,gallery_recipe,https://poke.com/recipes/monthly-subscription-audit,5,public_pattern_not_implemented,2026-09-08
Poke,Granola,connection_recipe,https://poke.com/recipes/granola,5,public_pattern_not_implemented,2026-09-08
Poke,Notion,connection_recipe,https://poke.com/recipes/notion,6,public_pattern_not_implemented,2026-09-08
Poke,Google Calendar,connection_recipe,https://poke.com/recipes/google-calendar,6,public_pattern_not_implemented,2026-09-08
Poke,Birthday Gift Ideas,gallery_recipe,https://poke.com/recipes/birthday-gift-ideas,6,public_pattern_not_implemented,2026-09-08
Poke,Gmail,connection_recipe,https://poke.com/recipes/gmail,6,public_pattern_not_implemented,2026-09-08
Poke,Linear,connection_recipe,https://poke.com/recipes/linear,6,public_pattern_not_implemented,2026-09-08
Poke,Add Deadlines to Calendar,gallery_recipe,https://poke.com/recipes/add-deadlines-to-calendar,6,public_pattern_not_implemented,2026-09-08
Poke,Todoist,connection_recipe,https://poke.com/recipes/todoist,6,public_pattern_not_implemented,2026-09-08
Poke,Follow-up Reminders,gallery_recipe,https://poke.com/recipes/follow-up-reminders,6,public_pattern_not_implemented,2026-09-08
Poke,GitHub,connection_recipe,https://poke.com/recipes/github,6,public_pattern_not_implemented,2026-09-08
Poke,Daily Weather,gallery_recipe,https://poke.com/recipes/daily-weather,6,public_pattern_not_implemented,2026-09-08
Poke,Morning Briefing,gallery_recipe,https://poke.com/recipes/morning-briefing,6,public_pattern_not_implemented,2026-09-08
Poke,Cursor Cloud Agents,connection_recipe,https://poke.com/recipes/cursor,6,public_pattern_not_implemented,2026-09-08
Poke,WHOOP,connection_recipe,https://poke.com/recipes/whoop,7,public_pattern_not_implemented,2026-09-08
Town,Auto-inbox,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Morning Briefing,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Weekly Briefing,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Newsletter Digest,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Meeting Briefing,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Schedule Optimizer,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Deal Spotter,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Competitive Intel Briefing,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Contact Research Dossier,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,GitHub Reports,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Relationship Reconnect,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Meeting Action Hand-Off,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Direct-Report Feedback Prep,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Decline Cold Outreach,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,X Daily Digest,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Mentions & Reply Brief,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Bookmark Butler,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Save-to-Action,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Topic Radar,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Competitor Pulse,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Engage Assist,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,X Post Ideas,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Your Week on X,stock_routine,https://www.town.com/docs/routines/stock-routines,,public_pattern_not_implemented,2026-09-08
Town,Daily Work Summary,retired_routine,https://www.town.com/docs/routines/stock-routines/daily-work-summary,,retired_in_public_docs,2026-09-08
Lindy,Daily briefs,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Email drafting,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Email labeling,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Urgent email alerting,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Follow-up bumps,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Meeting Recording,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Meeting prep,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Meeting scheduling,documented_routine_pattern,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Promise tracker,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,End-of-day review,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Weekly wrap,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Post-meeting follow-ups,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Calendar audit,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Channel digest,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Lindy,Morning briefing,discover_template,https://docs.lindy.ai/teammate/routines,,public_pattern_not_implemented,2026-09-08
Flip,Cross-account spending recap,descriptive_public_pattern,https://fliptexts.com/articles/automate-your-budget,,public_pattern_not_implemented,2026-09-08
Flip,Bill due-date reminders,descriptive_public_pattern,https://fliptexts.com/articles/bill-and-money-reminders,,public_pattern_not_implemented,2026-09-08
Flip,Trial and renewal alerts,descriptive_public_pattern,https://fliptexts.com/articles/bill-and-money-reminders,,public_pattern_not_implemented,2026-09-08
Flip,Shared-expense tracking,descriptive_public_pattern,https://fliptexts.com/articles/manage-money-by-text,,public_pattern_not_implemented,2026-09-08
Flip,Subscription audit,descriptive_public_pattern,https://fliptexts.com/articles/manage-money-by-text,,public_pattern_not_implemented,2026-09-08
Flip,Conditional savings transfer,descriptive_public_pattern,https://fliptexts.com/,,financial_effect_unqualified,2026-09-08
Flip,Confirmed brokerage trade,descriptive_public_pattern,https://fliptexts.com/,,financial_effect_unqualified,2026-09-08
Flip,Actionable morning recap,descriptive_public_pattern,https://fliptexts.com/paper,,public_pattern_not_implemented,2026-09-08
Pally,Call it in,gallery_recipe,https://pally.com/recipes/call-it-in,1,public_pattern_not_implemented,2026-09-08
Pally,Morning brief,gallery_recipe,https://pally.com/recipes/morning-brief,1,public_pattern_not_implemented,2026-09-08
Pally,The friendly nag,gallery_recipe,https://pally.com/recipes/the-friendly-nag,1,public_pattern_not_implemented,2026-09-08
Pally,Workout accountability,gallery_recipe,https://pally.com/recipes/workout-accountability,1,public_pattern_not_implemented,2026-09-08
Pally,"Inbox, triaged",gallery_recipe,https://pally.com/recipes/inbox-triaged,1,public_pattern_not_implemented,2026-09-08
Pally,Never miss a birthday,gallery_recipe,https://pally.com/recipes/never-miss-a-birthday,1,public_pattern_not_implemented,2026-09-08
Pally,iMessage catch-up,gallery_recipe,https://pally.com/recipes/imessage-catch-up,1,public_pattern_not_implemented,2026-09-08
Pally,WhatsApp catch-up,gallery_recipe,https://pally.com/recipes/whatsapp-catch-up,1,public_pattern_not_implemented,2026-09-08
Pally,Email catch-up,gallery_recipe,https://pally.com/recipes/inbox-catch-up,1,public_pattern_not_implemented,2026-09-08
Pally,A memory for your people,gallery_recipe,https://pally.com/recipes/people-memory,1,public_pattern_not_implemented,2026-09-08
Pally,Flight finder,gallery_recipe,https://pally.com/recipes/flight-finder,1,public_pattern_not_implemented,2026-09-08
Pally,Flight day,gallery_recipe,https://pally.com/recipes/flight-day,1,public_pattern_not_implemented,2026-09-08
Pally,Flight check-in,gallery_recipe,https://pally.com/recipes/flight-checkin,1,public_pattern_not_implemented,2026-09-08
Pally,Trip mode,gallery_recipe,https://pally.com/recipes/trip-mode,1,public_pattern_not_implemented,2026-09-08
Pally,Location reminders,gallery_recipe,https://pally.com/recipes/location-reminders,1,public_pattern_not_implemented,2026-09-08
Pally,Buy it for me,gallery_recipe,https://pally.com/recipes/buy-it-for-me,1,public_pattern_not_implemented,2026-09-08
Pally,Price scout,gallery_recipe,https://pally.com/recipes/price-scout,1,public_pattern_not_implemented,2026-09-08
Pally,Price drop & restock watch,gallery_recipe,https://pally.com/recipes/price-drop-watch,1,public_pattern_not_implemented,2026-09-08
Pally,Ticket hunter,gallery_recipe,https://pally.com/recipes/ticket-hunter,1,public_pattern_not_implemented,2026-09-08
Pally,Package tracker,gallery_recipe,https://pally.com/recipes/package-tracker,1,public_pattern_not_implemented,2026-09-08
Pally,The web errand,gallery_recipe,https://pally.com/recipes/web-errand,1,public_pattern_not_implemented,2026-09-08
Pally,Pre-meeting briefs,gallery_recipe,https://pally.com/recipes/pre-meeting-briefs,1,public_pattern_not_implemented,2026-09-08
Pally,Meeting memory,gallery_recipe,https://pally.com/recipes/meeting-memory,1,public_pattern_not_implemented,2026-09-08
Pally,Slack sentry,gallery_recipe,https://pally.com/recipes/slack-sentry,1,public_pattern_not_implemented,2026-09-08
Pally,Todo catcher,gallery_recipe,https://pally.com/recipes/todo-catcher,1,public_pattern_not_implemented,2026-09-08
Pally,Ship it from your phone,gallery_recipe,https://pally.com/recipes/ship-it,1,public_pattern_not_implemented,2026-09-08
Pally,Receipt keeper,gallery_recipe,https://pally.com/recipes/receipt-keeper,1,public_pattern_not_implemented,2026-09-08
Pally,Expense it,gallery_recipe,https://pally.com/recipes/expense-it,1,public_pattern_not_implemented,2026-09-08
Pally,Weekly spending recap,gallery_recipe,https://pally.com/recipes/spending-recap,1,public_pattern_not_implemented,2026-09-08
Pally,WhatsApp daily recap,gallery_recipe,https://pally.com/recipes/whatsapp-daily-recap,1,public_pattern_not_implemented,2026-09-08
Pally,iMessage daily recap,gallery_recipe,https://pally.com/recipes/imessage-daily-recap,1,public_pattern_not_implemented,2026-09-08
Pally,Group chat concierge,gallery_recipe,https://pally.com/recipes/group-chat-concierge,1,public_pattern_not_implemented,2026-09-08
Pally,Keep in touch,gallery_recipe,https://pally.com/recipes/keep-in-touch,1,public_pattern_not_implemented,2026-09-08
Pally,Follow-up chaser,gallery_recipe,https://pally.com/recipes/follow-up-chaser,1,public_pattern_not_implemented,2026-09-08
Pally,Say it later,gallery_recipe,https://pally.com/recipes/say-it-later,1,public_pattern_not_implemented,2026-09-08
Pally,Photo fixer,gallery_recipe,https://pally.com/recipes/photo-fixer,1,public_pattern_not_implemented,2026-09-08
Pally,Sunday recap,gallery_recipe,https://pally.com/recipes/sunday-recap,1,public_pattern_not_implemented,2026-09-08
Pally,Picture this,gallery_recipe,https://pally.com/recipes/picture-this,1,public_pattern_not_implemented,2026-09-08
Pally,Make it move,gallery_recipe,https://pally.com/recipes/make-it-move,1,public_pattern_not_implemented,2026-09-08
Pally,Write me a song,gallery_recipe,https://pally.com/recipes/write-me-a-song,1,public_pattern_not_implemented,2026-09-08
Pally,"Your Mac, from anywhere",gallery_recipe,https://pally.com/recipes/your-mac-from-anywhere,1,public_pattern_not_implemented,2026-09-08
Pally,Call your pally,gallery_recipe,https://pally.com/recipes/call-your-pally,1,public_pattern_not_implemented,2026-09-08
Pally,Quote hunter,gallery_recipe,https://pally.com/recipes/quote-hunter,1,public_pattern_not_implemented,2026-09-08
Pally,Grocery run,gallery_recipe,https://pally.com/recipes/grocery-run,1,public_pattern_not_implemented,2026-09-08
Pally,Table for four,gallery_recipe,https://pally.com/recipes/table-for-four,1,public_pattern_not_implemented,2026-09-08
Pally,Calorie tracker,gallery_recipe,https://pally.com/recipes/calorie-tracker,1,public_pattern_not_implemented,2026-09-08
Pally,Training log,gallery_recipe,https://pally.com/recipes/training-log,1,public_pattern_not_implemented,2026-09-08
Pally,Dose tracker,gallery_recipe,https://pally.com/recipes/dose-tracker,1,public_pattern_not_implemented,2026-09-08
Pally,Peptide tracker,gallery_recipe,https://pally.com/recipes/peptide-tracker,1,public_pattern_not_implemented,2026-09-08
Pally,"Your day, rebuilt",gallery_recipe,https://pally.com/recipes/day-rebuilt,1,public_pattern_not_implemented,2026-09-08
Pally,Wrangle your coding agents,gallery_recipe,https://pally.com/recipes/coding-agents,1,public_pattern_not_implemented,2026-09-08
